Subject,Age,Handedness,condition1correct,condition1level,Sex,respond3.ACC,respond3.RT
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,601
2,20,right,Self-shape_Mismatched,No cue,female,1,720
2,20,right,Self-shape_Matched,No cue,female,1,560
2,20,right,Familiar-shape_Mismatched,No cue,female,1,651
2,20,right,Familiar-shape_Mismatched,No cue,female,1,711
2,20,right,Self-shape_Matched,No cue,female,1,513
2,20,right,Self-shape_Matched,Alter cue,female,1,492
2,20,right,Familiar-shape_Mismatched,No cue,female,1,697
2,20,right,Self-shape_Matched,No cue,female,1,552
2,20,right,Familiar-shape_Mismatched,No cue,female,1,608
2,20,right,Self-shape_Mismatched,No cue,female,1,538
2,20,right,Self-shape_Matched,No cue,female,1,525
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,604
2,20,right,Self-shape_Mismatched,No cue,female,1,588
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,903
2,20,right,Self-shape_Mismatched,Alter cue,female,1,652
2,20,right,Familiar-shape_Mismatched,Alter cue,female,0,629
2,20,right,Self-shape_Matched,No cue,female,1,751
2,20,right,Familiar-shape_Mismatched,No cue,female,1,690
2,20,right,Self-shape_Mismatched,No cue,female,1,648
2,20,right,Familiar-shape_Matched,No cue,female,1,871
2,20,right,Familiar-shape_Mismatched,Alter cue,female,0,662
2,20,right,Self-shape_Matched,Alter cue,female,1,556
2,20,right,Self-shape_Matched,No cue,female,1,799
2,20,right,Self-shape_Mismatched,No cue,female,1,528
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,620
2,20,right,Self-shape_Mismatched,Alter cue,female,1,899
2,20,right,Familiar-shape_Matched,Alter cue,female,1,656
2,20,right,Familiar-shape_Mismatched,No cue,female,1,543
2,20,right,Familiar-shape_Matched,No cue,female,1,622
2,20,right,Self-shape_Mismatched,No cue,female,1,617
2,20,right,Self-shape_Matched,Alter cue,female,1,518
2,20,right,Familiar-shape_Matched,Alter cue,female,1,697
2,20,right,Familiar-shape_Matched,Alter cue,female,1,516
2,20,right,Familiar-shape_Matched,Alter cue,female,1,572
2,20,right,Self-shape_Mismatched,Alter cue,female,1,760
2,20,right,Self-shape_Matched,No cue,female,1,559
2,20,right,Self-shape_Mismatched,Alter cue,female,1,577
2,20,right,Familiar-shape_Mismatched,No cue,female,1,801
2,20,right,Self-shape_Matched,Alter cue,female,1,583
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,862
2,20,right,Familiar-shape_Mismatched,No cue,female,1,675
2,20,right,Familiar-shape_Matched,No cue,female,1,654
2,20,right,Self-shape_Matched,No cue,female,1,556
2,20,right,Self-shape_Matched,Alter cue,female,1,506
2,20,right,Self-shape_Matched,Alter cue,female,1,446
2,20,right,Familiar-shape_Matched,Alter cue,female,1,548
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,475
2,20,right,Familiar-shape_Matched,Alter cue,female,1,687
2,20,right,Self-shape_Mismatched,No cue,female,1,594
2,20,right,Familiar-shape_Matched,Alter cue,female,1,705
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,687
2,20,right,Familiar-shape_Matched,No cue,female,1,677
2,20,right,Familiar-shape_Matched,No cue,female,1,635
2,20,right,Self-shape_Matched,Alter cue,female,0,490
2,20,right,Self-shape_Mismatched,Alter cue,female,1,706
2,20,right,Self-shape_Matched,Alter cue,female,1,532
2,20,right,Self-shape_Mismatched,No cue,female,1,694
2,20,right,Familiar-shape_Matched,Alter cue,female,1,726
2,20,right,Familiar-shape_Matched,No cue,female,1,506
2,20,right,Self-shape_Matched,Alter cue,female,0,499
2,20,right,Self-shape_Matched,Alter cue,female,1,463
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,574
2,20,right,Self-shape_Matched,Alter cue,female,1,529
2,20,right,Familiar-shape_Matched,No cue,female,1,573
2,20,right,Familiar-shape_Matched,No cue,female,1,481
2,20,right,Familiar-shape_Mismatched,No cue,female,1,540
2,20,right,Self-shape_Mismatched,Alter cue,female,0,468
2,20,right,Self-shape_Mismatched,No cue,female,1,738
2,20,right,Self-shape_Mismatched,No cue,female,1,632
2,20,right,Self-shape_Matched,Alter cue,female,0,691
2,20,right,Self-shape_Matched,No cue,female,1,470
2,20,right,Familiar-shape_Mismatched,No cue,female,1,590
2,20,right,Self-shape_Mismatched,No cue,female,1,534
2,20,right,Familiar-shape_Mismatched,No cue,female,0,829
2,20,right,Familiar-shape_Matched,Alter cue,female,0,698
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,565
2,20,right,Familiar-shape_Matched,No cue,female,1,609
2,20,right,Self-shape_Mismatched,No cue,female,1,582
2,20,right,Familiar-shape_Matched,Alter cue,female,0,528
2,20,right,Self-shape_Mismatched,Alter cue,female,1,814
2,20,right,Self-shape_Mismatched,No cue,female,0,689
2,20,right,Self-shape_Mismatched,Alter cue,female,1,684
2,20,right,Self-shape_Matched,Alter cue,female,1,614
2,20,right,Self-shape_Matched,No cue,female,1,551
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,632
2,20,right,Familiar-shape_Mismatched,No cue,female,1,680
2,20,right,Self-shape_Matched,No cue,female,1,628
2,20,right,Familiar-shape_Matched,No cue,female,1,965
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,653
2,20,right,Self-shape_Mismatched,Alter cue,female,1,740
2,20,right,Self-shape_Mismatched,Alter cue,female,1,720
2,20,right,Self-shape_Mismatched,No cue,female,1,658
2,20,right,Familiar-shape_Matched,Alter cue,female,1,710
2,20,right,Familiar-shape_Matched,No cue,female,1,735
2,20,right,Familiar-shape_Mismatched,No cue,female,1,566
2,20,right,Familiar-shape_Matched,No cue,female,1,666
2,20,right,Familiar-shape_Mismatched,No cue,female,1,920
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,743
2,20,right,Familiar-shape_Matched,No cue,female,1,725
2,20,right,Familiar-shape_Matched,Alter cue,female,1,694
2,20,right,Self-shape_Matched,No cue,female,1,595
2,20,right,Self-shape_Mismatched,No cue,female,1,627
2,20,right,Self-shape_Mismatched,No cue,female,1,677
2,20,right,Self-shape_Matched,No cue,female,1,674
2,20,right,Familiar-shape_Matched,Alter cue,female,0,696
2,20,right,Familiar-shape_Matched,No cue,female,1,633
2,20,right,Self-shape_Matched,Alter cue,female,1,539
2,20,right,Self-shape_Mismatched,No cue,female,1,674
2,20,right,Self-shape_Mismatched,Alter cue,female,0,664
2,20,right,Self-shape_Matched,No cue,female,1,542
2,20,right,Self-shape_Matched,No cue,female,1,471
2,20,right,Self-shape_Matched,No cue,female,1,510
2,20,right,Self-shape_Matched,Alter cue,female,1,421
2,20,right,Familiar-shape_Matched,No cue,female,1,577
2,20,right,Self-shape_Matched,Alter cue,female,1,532
2,20,right,Self-shape_Mismatched,Alter cue,female,1,530
2,20,right,Familiar-shape_Matched,Alter cue,female,1,658
2,20,right,Self-shape_Matched,Alter cue,female,1,535
2,20,right,Familiar-shape_Mismatched,Alter cue,female,1,475
2,20,right,Self-shape_Matched,Alter cue,female,1,345
2,20,right,Self-shape_Matched,No cue,female,1,449
2,20,right,Self-shape_Matched,Alter cue,female,1,358
2,20,right,Familiar-shape_Mismatched,Alter cue,female,0,342
2,20,right,Familiar-shape_Matched,Alter cue,female,1,505
2,20,right,Self-shape_Mismatched,No cue,female,1,675
2,20,right,Self-shape_Mismatched,No cue,female,1,593
2,20,right,Familiar-shape_Matched,No cue,female,1,489
2,20,right,Familiar-shape_Matched,Alter cue,female,1,498
2,20,right,Self-shape_Matched,Alter cue,female,1,607
2,20,right,Self-shape_Mismatched,No cue,female,1,653
3,21,right,Self-shape_Mismatched,No cue,male,1,750
3,21,right,Self-shape_Matched,No cue,male,1,518
3,21,right,Self-shape_Mismatched,No cue,male,1,527
3,21,right,Self-shape_Matched,Alter cue,male,1,592
3,21,right,Self-shape_Matched,No cue,male,1,587
3,21,right,Self-shape_Mismatched,Alter cue,male,1,596
3,21,right,Self-shape_Matched,Alter cue,male,1,496
3,21,right,Self-shape_Mismatched,No cue,male,1,557
3,21,right,Familiar-shape_Mismatched,No cue,male,0,300
3,21,right,Self-shape_Matched,No cue,male,1,466
3,21,right,Self-shape_Mismatched,No cue,male,1,662
3,21,right,Familiar-shape_Matched,Alter cue,male,0,680
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,737
3,21,right,Familiar-shape_Matched,No cue,male,1,783
3,21,right,Self-shape_Mismatched,Alter cue,male,1,522
3,21,right,Self-shape_Mismatched,No cue,male,1,731
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,605
3,21,right,Familiar-shape_Matched,No cue,male,1,683
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,456
3,21,right,Self-shape_Mismatched,Alter cue,male,0,712
3,21,right,Familiar-shape_Matched,No cue,male,1,916
3,21,right,Familiar-shape_Matched,Alter cue,male,1,876
3,21,right,Self-shape_Matched,Alter cue,male,1,468
3,21,right,Self-shape_Mismatched,Alter cue,male,1,589
3,21,right,Self-shape_Matched,No cue,male,1,550
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,703
3,21,right,Familiar-shape_Matched,Alter cue,male,1,761
3,21,right,Self-shape_Mismatched,No cue,male,1,477
3,21,right,Familiar-shape_Matched,No cue,male,1,611
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,561
3,21,right,Self-shape_Matched,Alter cue,male,1,490
3,21,right,Familiar-shape_Mismatched,No cue,male,1,672
3,21,right,Familiar-shape_Matched,Alter cue,male,1,607
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,825
3,21,right,Self-shape_Matched,No cue,male,1,494
3,21,right,Self-shape_Matched,Alter cue,male,1,637
3,21,right,Self-shape_Mismatched,Alter cue,male,1,586
3,21,right,Familiar-shape_Mismatched,No cue,male,0,990
3,21,right,Self-shape_Mismatched,Alter cue,male,1,660
3,21,right,Familiar-shape_Matched,Alter cue,male,1,630
3,21,right,Self-shape_Mismatched,No cue,male,1,640
3,21,right,Familiar-shape_Matched,Alter cue,male,1,699
3,21,right,Self-shape_Matched,No cue,male,1,545
3,21,right,Familiar-shape_Matched,No cue,male,1,824
3,21,right,Familiar-shape_Matched,Alter cue,male,1,522
3,21,right,Self-shape_Matched,Alter cue,male,1,592
3,21,right,Self-shape_Mismatched,No cue,male,1,653
3,21,right,Familiar-shape_Matched,Alter cue,male,1,581
3,21,right,Self-shape_Matched,No cue,male,1,517
3,21,right,Self-shape_Matched,Alter cue,male,1,483
3,21,right,Self-shape_Mismatched,Alter cue,male,0,475
3,21,right,Self-shape_Matched,No cue,male,1,554
3,21,right,Self-shape_Mismatched,Alter cue,male,1,577
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,596
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,612
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,603
3,21,right,Self-shape_Matched,No cue,male,1,565
3,21,right,Self-shape_Matched,Alter cue,male,1,349
3,21,right,Familiar-shape_Mismatched,No cue,male,1,478
3,21,right,Self-shape_Mismatched,Alter cue,male,1,692
3,21,right,Familiar-shape_Matched,Alter cue,male,1,637
3,21,right,Familiar-shape_Mismatched,No cue,male,1,596
3,21,right,Self-shape_Matched,Alter cue,male,1,411
3,21,right,Familiar-shape_Matched,Alter cue,male,1,618
3,21,right,Familiar-shape_Matched,Alter cue,male,1,688
3,21,right,Self-shape_Mismatched,No cue,male,1,419
3,21,right,Familiar-shape_Mismatched,No cue,male,0,919
3,21,right,Familiar-shape_Mismatched,No cue,male,1,763
3,21,right,Familiar-shape_Matched,Alter cue,male,0,711
3,21,right,Self-shape_Mismatched,Alter cue,male,0,367
3,21,right,Self-shape_Mismatched,No cue,male,1,785
3,21,right,Self-shape_Mismatched,No cue,male,1,695
3,21,right,Self-shape_Mismatched,No cue,male,1,527
3,21,right,Familiar-shape_Matched,No cue,male,1,504
3,21,right,Self-shape_Mismatched,Alter cue,male,1,712
3,21,right,Self-shape_Matched,No cue,male,1,606
3,21,right,Familiar-shape_Mismatched,No cue,male,1,523
3,21,right,Familiar-shape_Matched,No cue,male,0,445
3,21,right,Familiar-shape_Mismatched,No cue,male,0,664
3,21,right,Familiar-shape_Mismatched,No cue,male,0,391
3,21,right,Self-shape_Matched,No cue,male,1,473
3,21,right,Self-shape_Mismatched,No cue,male,0,915
3,21,right,Self-shape_Mismatched,Alter cue,male,0,408
3,21,right,Familiar-shape_Matched,No cue,male,1,891
3,21,right,Self-shape_Matched,No cue,male,1,432
3,21,right,Self-shape_Mismatched,Alter cue,male,0,327
3,21,right,Familiar-shape_Matched,Alter cue,male,1,560
3,21,right,Self-shape_Matched,Alter cue,male,1,486
3,21,right,Self-shape_Matched,No cue,male,1,446
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,213
3,21,right,Familiar-shape_Matched,Alter cue,male,1,623
3,21,right,Familiar-shape_Matched,No cue,male,1,235
3,21,right,Self-shape_Matched,Alter cue,male,1,451
3,21,right,Self-shape_Mismatched,No cue,male,1,473
3,21,right,Familiar-shape_Matched,No cue,male,1,445
3,21,right,Self-shape_Mismatched,Alter cue,male,0,345
3,21,right,Familiar-shape_Mismatched,Alter cue,male,0,309
3,21,right,Familiar-shape_Mismatched,No cue,male,0,617
3,21,right,Self-shape_Matched,Alter cue,male,1,371
3,21,right,Self-shape_Mismatched,No cue,male,1,677
3,21,right,Familiar-shape_Matched,No cue,male,1,779
3,21,right,Familiar-shape_Matched,Alter cue,male,0,387
3,21,right,Familiar-shape_Mismatched,No cue,male,1,650
3,21,right,Self-shape_Mismatched,Alter cue,male,0,370
3,21,right,Familiar-shape_Mismatched,No cue,male,1,698
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,568
3,21,right,Familiar-shape_Matched,No cue,male,1,752
3,21,right,Self-shape_Mismatched,No cue,male,1,814
3,21,right,Familiar-shape_Matched,No cue,male,1,431
3,21,right,Self-shape_Matched,Alter cue,male,1,515
3,21,right,Self-shape_Matched,Alter cue,male,1,596
3,21,right,Familiar-shape_Matched,No cue,male,0,532
3,21,right,Familiar-shape_Matched,No cue,male,1,409
3,21,right,Familiar-shape_Matched,No cue,male,1,473
3,21,right,Familiar-shape_Matched,No cue,male,1,477
3,21,right,Self-shape_Mismatched,Alter cue,male,1,383
3,21,right,Self-shape_Matched,Alter cue,male,1,389
3,21,right,Familiar-shape_Matched,Alter cue,male,0,497
3,21,right,Self-shape_Mismatched,No cue,male,0,290
3,21,right,Self-shape_Matched,Alter cue,male,1,637
3,21,right,Self-shape_Matched,No cue,male,1,448
3,21,right,Self-shape_Matched,Alter cue,male,1,350
3,21,right,Familiar-shape_Matched,No cue,male,1,604
3,21,right,Self-shape_Mismatched,Alter cue,male,1,530
3,21,right,Familiar-shape_Mismatched,Alter cue,male,0,250
3,21,right,Self-shape_Mismatched,No cue,male,1,604
3,21,right,Self-shape_Matched,No cue,male,1,507
3,21,right,Self-shape_Matched,No cue,male,1,366
3,21,right,Familiar-shape_Matched,Alter cue,male,0,470
3,21,right,Self-shape_Mismatched,No cue,male,0,336
3,21,right,Self-shape_Mismatched,Alter cue,male,1,784
3,21,right,Self-shape_Matched,Alter cue,male,1,356
3,21,right,Familiar-shape_Matched,No cue,male,1,407
3,21,right,Self-shape_Matched,No cue,male,1,445
3,21,right,Familiar-shape_Matched,No cue,male,1,559
3,21,right,Self-shape_Matched,No cue,male,1,342
3,21,right,Self-shape_Mismatched,Alter cue,male,1,553
3,21,right,Familiar-shape_Matched,No cue,male,1,472
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,835
3,21,right,Self-shape_Matched,No cue,male,1,471
3,21,right,Self-shape_Matched,Alter cue,male,1,469
3,21,right,Self-shape_Matched,Alter cue,male,1,284
3,21,right,Self-shape_Matched,Alter cue,male,1,314
3,21,right,Familiar-shape_Mismatched,No cue,male,1,493
3,21,right,Self-shape_Matched,Alter cue,male,1,344
3,21,right,Self-shape_Mismatched,No cue,male,1,486
3,21,right,Self-shape_Mismatched,Alter cue,male,1,646
3,21,right,Familiar-shape_Mismatched,No cue,male,1,669
3,21,right,Familiar-shape_Matched,No cue,male,1,525
3,21,right,Familiar-shape_Matched,No cue,male,1,653
3,21,right,Familiar-shape_Matched,No cue,male,1,558
3,21,right,Familiar-shape_Matched,Alter cue,male,1,368
3,21,right,Familiar-shape_Matched,Alter cue,male,1,272
3,21,right,Familiar-shape_Mismatched,No cue,male,1,467
3,21,right,Self-shape_Mismatched,Alter cue,male,0,406
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,642
3,21,right,Self-shape_Mismatched,No cue,male,1,687
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,609
3,21,right,Self-shape_Matched,No cue,male,1,567
3,21,right,Familiar-shape_Mismatched,No cue,male,1,486
3,21,right,Self-shape_Mismatched,No cue,male,0,301
3,21,right,Familiar-shape_Matched,Alter cue,male,1,377
3,21,right,Familiar-shape_Mismatched,No cue,male,1,645
3,21,right,Self-shape_Matched,No cue,male,1,437
3,21,right,Self-shape_Mismatched,Alter cue,male,1,480
3,21,right,Familiar-shape_Mismatched,No cue,male,0,290
3,21,right,Self-shape_Mismatched,No cue,male,1,648
3,21,right,Self-shape_Matched,No cue,male,0,846
3,21,right,Self-shape_Matched,Alter cue,male,1,282
3,21,right,Familiar-shape_Matched,No cue,male,0,323
3,21,right,Familiar-shape_Mismatched,Alter cue,male,0,345
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,504
3,21,right,Familiar-shape_Mismatched,No cue,male,1,501
3,21,right,Familiar-shape_Matched,Alter cue,male,0,415
3,21,right,Self-shape_Matched,Alter cue,male,1,483
3,21,right,Familiar-shape_Mismatched,No cue,male,1,565
3,21,right,Self-shape_Mismatched,Alter cue,male,1,558
3,21,right,Familiar-shape_Mismatched,No cue,male,1,714
3,21,right,Self-shape_Matched,No cue,male,1,355
3,21,right,Familiar-shape_Mismatched,Alter cue,male,0,335
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,474
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,314
3,21,right,Self-shape_Mismatched,No cue,male,0,641
3,21,right,Familiar-shape_Matched,Alter cue,male,1,674
3,21,right,Self-shape_Matched,No cue,male,1,704
3,21,right,Familiar-shape_Matched,Alter cue,male,0,403
3,21,right,Familiar-shape_Mismatched,No cue,male,0,274
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,475
3,21,right,Self-shape_Matched,No cue,male,1,454
3,21,right,Familiar-shape_Mismatched,Alter cue,male,0,420
3,21,right,Familiar-shape_Mismatched,Alter cue,male,1,811
5,18,right,Self-shape_Matched,No cue,male,1,716
5,18,right,Self-shape_Matched,No cue,male,1,246
5,18,right,Self-shape_Mismatched,Alter cue,male,0,394
5,18,right,Familiar-shape_Matched,No cue,male,0,516
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,713
5,18,right,Self-shape_Mismatched,No cue,male,1,772
5,18,right,Self-shape_Mismatched,Alter cue,male,1,695
5,18,right,Familiar-shape_Mismatched,No cue,male,1,948
5,18,right,Familiar-shape_Mismatched,No cue,male,1,567
5,18,right,Familiar-shape_Mismatched,Alter cue,male,1,637
5,18,right,Self-shape_Matched,No cue,male,1,572
5,18,right,Familiar-shape_Matched,No cue,male,0,910
5,18,right,Familiar-shape_Matched,No cue,male,1,597
5,18,right,Self-shape_Mismatched,Alter cue,male,1,538
5,18,right,Familiar-shape_Mismatched,No cue,male,1,713
5,18,right,Familiar-shape_Mismatched,No cue,male,1,404
